# Every constructor in crates/rexx-exec/src whose return type is Loud or Raised,
# with the surface its construction sites are on and, for the ones a message send
# itself can produce, whether an instance-receiver probe reached that site and how
# it read against the oracle.
#
# Derived, not written: crates/rexx-exec/tests/refusal_sites.rs re-derives columns
# 1 to 4 from the source on every run and fails if this file disagrees, so a
# constructor added later is red here rather than silently unwalked. That test also
# holds the `answer` column against the constructor's own source, in both
# directions -- see `reached` below.
#
# surface -- which files the construction sites are in. `send` is dispatch.rs
# (outside its #[cfg(test)] mod tests) and dispatch/native.rs, where
# Interp::send_message and Interp::enter_method_body both are; `ir` is ir.rs
# and ir/; `body` is everything else.
#
# verdict, for the `send` rows only -- about the program in the witness column:
#   agrees    probed against the oracle on both engines, three descriptors and
#             exit status identical.
#   diverges  probed and does not agree. Every one is in the Task 9 report with
#             an owner.
#   recorded  a divergence the phase plan records as not to be built.
#   not-run   the shape is in corpus/oracle-crashes.txt and must never be run.
#   off-send-surface  no construction site the send machinery reaches.
#
# reached -- whether the probe reached THIS constructor rather than a check that
# fires first. `yes` requires `answer` to be an identifier the constructor itself
# can produce: an "M.N" it builds with syntax(M, N), or text at its own definition
# or at one of its construction sites. `no` requires `answer` to be none of those,
# and to say why there is no route. The test enforces both directions, so a row
# cannot be marked reached without its own identifier or unreached while carrying
# one.
#
# witness -- the program, spelled the way it has to be spelled. Where a nearby
# spelling agrees, the row says so: a reader who tries the obvious one, sees
# byte-identical output and deletes the row is the failure this column exists to
# stop.
#
# The test does not re-run a probe: the `witness` column is prose rather than a
# runnable program, and re-running one would need it to be a program.
# (Integration-test binaries under crates/rexx-exec/tests/ do reach the oracle
# through support::oracle -- licensed_divergences.rs among them -- so the
# obstacle is this column's medium and not the tooling.) `answer` therefore
# ties the row to the source, not to the transcript.
#
# Two constructors may share an "M.N", and where they do this check cannot tell
# their rows apart: transposing both the `answer` and the `witness` of any two
# of argument_needs_a_string_value, named_argument_needs_a_string_value and
# native_argument_needs_a_string_value (88.909), or of any two of
# argument_not_a_class, argument_not_an_instance and
# scope_override_not_a_class (88.914), or of any two of
# missing_internal_argument, missing_named_argument and missing_native_argument
# (88.901), or of missing_argument_named with missing_method_argument (93.903),
# leaves every test in refusal_sites.rs green. Measured. The groups
# are enumerated by `the_answers_more_than_one_row_shares_are_the_recorded_ones`,
# which is what keeps this paragraph true rather than merely written down.
#
# To re-derive columns 1 to 4 after the source moves, run
# `REXX_REFUSAL_SITES_REFRESH=1 cargo test -p rexx-exec --test refusal_sites --
# --test-threads=1`. It carries every measured column forward by name, drops a
# constructor the source no longer defines, and leaves a new send-surface row's
# measured columns empty for the next run to reject by name. A refresh run's own
# green is meaningless: the other tests in the binary read the file before it is
# written, so what the refresh found shows up on the run after it.
#
# kind	name	surface	definition	verdict	reached	answer	witness
Raised	raised_repetition_count_not_whole	body	crates/rexx-exec/src/run.rs:8960	off-send-surface	-	-	-
Raised	raised_select_no_when	body	crates/rexx-exec/src/run.rs:8860	off-send-surface	-	-	-
Raised	raised_symbol_expected	body	crates/rexx-exec/src/run.rs:8812	off-send-surface	-	-	-
Raised	raised_until_not_logical	body	crates/rexx-exec/src/run.rs:8952	off-send-surface	-	-	-
Raised	raised_when_not_logical	body+ir	crates/rexx-exec/src/run.rs:8851	off-send-surface	-	-	-
Raised	raised_while_not_logical	body	crates/rexx-exec/src/run.rs:8947	off-send-surface	-	-	-
Raised	random_bounds_reversed	body	crates/rexx-exec/src/error.rs:1037	off-send-surface	-	-	-
Raised	random_range_too_wide	body	crates/rexx-exec/src/error.rs:1029	off-send-surface	-	-	-
Loud	receiver_class	body+send	crates/rexx-exec/src/lib.rs:323	diverges	yes	a message send to	a. = 'dflt' then a.~length
Raised	recursive_inherit	body+send	crates/rexx-exec/src/error.rs:492	agrees	yes	98.944	.M~inherit(.M) with M a mixinclass
Loud	redirection	body	crates/rexx-exec/src/lib.rs:333	off-send-surface	-	-	-
Raised	redirection_failed	body	crates/rexx-exec/src/error.rs:771	off-send-surface	-	-	-
Loud	register_not_logical	ir	crates/rexx-exec/src/lib.rs:601	off-send-surface	-	-	-
Loud	reply_inside_construct	body	crates/rexx-exec/src/lib.rs:676	off-send-surface	-	-	-
Raised	reply_outside_method	body	crates/rexx-exec/src/error.rs:1625	off-send-surface	-	-	-
Raised	reply_twice	body	crates/rexx-exec/src/error.rs:1641	off-send-surface	-	-	-
Loud	required_source	body	crates/rexx-exec/src/lib.rs:475	off-send-surface	-	-	-
Raised	requires_file_not_found	body	crates/rexx-exec/src/error.rs:530	off-send-surface	-	-	-
Raised	restricted_method	send	crates/rexx-exec/src/error.rs:458	agrees	yes	98.991	'abc'~setMethod('Z', "return 1") from a ::method body
Raised	return_after_reply	body	crates/rexx-exec/src/error.rs:1646	off-send-surface	-	-	-
Raised	rexx_defined_class	send	crates/rexx-exec/src/error.rs:506	agrees	yes	98.985	.Array~define('ZZZ', "return 1")
Raised	rexx_package_addition	send	crates/rexx-exec/src/error.rs:517	agrees	yes	98.984	.Array~package~addClass('ZZZ', .Object)
Raised	routine_not_found	body	crates/rexx-exec/src/error.rs:265	off-send-surface	-	-	-
Raised	scope_override_not_a_class	body+send	crates/rexx-exec/src/error.rs:1198	agrees	yes	88.914	o~m:v with v holding 5
Raised	scope_override_not_a_scope	send	crates/rexx-exec/src/error.rs:1204	agrees	yes	93.957	o~m:.Array
Loud	select_op_off_its_node	ir	crates/rexx-exec/src/lib.rs:609	off-send-surface	-	-	-
Raised	separator_not_a_char	body	crates/rexx-exec/src/error.rs:823	off-send-surface	-	-	-
Loud	setup_method	send	crates/rexx-exec/src/lib.rs:487	agrees	no	no route: Setup.cpp removes both before an image ships	.Class~defineClassMethod('Z', .nil)
Loud	signal_op_off_its_node	ir	crates/rexx-exec/src/lib.rs:626	off-send-surface	-	-	-
Raised	single_dimension_only	send	crates/rexx-exec/src/error.rs:1143	agrees	yes	93.954	.Array~new(2,3)~delete(1)
Raised	sourceline_out_of_range	body	crates/rexx-exec/src/error.rs:698	off-send-surface	-	-	-
Raised	stem_size_not_whole	body	crates/rexx-exec/src/error.rs:782	off-send-surface	-	-	-
Raised	stem_without_a_size	body	crates/rexx-exec/src/error.rs:777	off-send-surface	-	-	-
Loud	store_op_off_its_node	ir	crates/rexx-exec/src/lib.rs:635	off-send-surface	-	-	-
Raised	stream_not_readable	body	crates/rexx-exec/src/error.rs:749	off-send-surface	-	-	-
Raised	stream_not_writeable	body	crates/rexx-exec/src/error.rs:754	off-send-surface	-	-	-
Raised	stream_target_option	body	crates/rexx-exec/src/error.rs:760	off-send-surface	-	-	-
Raised	syntax	body+send	crates/rexx-exec/src/error.rs:119	agrees	yes	Stream not initialized	s = .Stream~new('t.txt'); s~uninit; s~flush -- flush is the guarded half of oracle-crashes.txt entry 12b, so both sides raise 48.1 at rc 208 rather than the segfault the unguarded half gives
Raised	system_resources	body+send	crates/rexx-exec/src/error.rs:920	agrees	yes	5.0	.array~new(999999999999999)
Raised	too_many_arguments	body	crates/rexx-exec/src/error.rs:605	off-send-surface	-	-	-
Raised	too_many_external_arguments	body+send	crates/rexx-exec/src/error.rs:353	agrees	yes	88.922	.K~sep(1) on a class method bound to file_separator
Raised	too_many_internal_arguments	body	crates/rexx-exec/src/error.rs:361	off-send-surface	-	-	-
Raised	too_many_method_arguments	body+send	crates/rexx-exec/src/error.rs:1076	agrees	yes	93.902	o~hasMethod('M', 1, 2, 3)
Raised	too_many_subscripts	send	crates/rexx-exec/src/error.rs:1170	agrees	yes	93.926	.array~new(2,2)~at(1,2,3)
Raised	transient_positioning	send	crates/rexx-exec/src/error.rs:1063	agrees	yes	93.958	.Stream~new('/dev/null')~open('write') then ~seek('=1')
Raised	unassigned_variable	body	crates/rexx-exec/src/error.rs:1480	off-send-surface	-	-	-
Loud	unreadable_collection	send	crates/rexx-exec/src/lib.rs:413	diverges	yes	a directory whose entries this crate does not fill	.K~defineMethods(.local) from a method body
Loud	unresolved_call	body	crates/rexx-exec/src/lib.rs:297	off-send-surface	-	-	-
Loud	unsent_message_result	send	crates/rexx-exec/src/lib.rs:667	not-run	no	oracle-crashes.txt, the unsent-message block: never run	-
Raised	unsupported_new_method	send	crates/rexx-exec/src/error.rs:1127	agrees	yes	93.967	.Pointer~new
Loud	use_local_in_a_method	body	crates/rexx-exec/src/lib.rs:503	off-send-surface	-	-	-
Raised	use_local_not_first	body	crates/rexx-exec/src/error.rs:1663	off-send-surface	-	-	-
Raised	use_local_outside_method	body	crates/rexx-exec/src/error.rs:1657	off-send-surface	-	-	-
Raised	variable_reference_not_uninitialised	body	crates/rexx-exec/src/error.rs:1610	off-send-surface	-	-	-
Raised	variable_reference_omitted	body	crates/rexx-exec/src/error.rs:1584	off-send-surface	-	-	-
Raised	x2d_result_too_large	body	crates/rexx-exec/src/error.rs:966	off-send-surface	-	-	-
